station_name,latitude,longitude,venue_id,venue_name,venue_category,venue_address,venue_distance,venue_latitude,venue_longitude
Pender & Victoria,49.280197,-123.065859,534b182411d2fd00c7d4c11f,Mr. Red Cafe,Fast Food Restaurant,2234 Hastings St E,501,49.281025,-123.059058
Pender & Victoria,49.280197,-123.065859,5b242d9bc876c8002c2db876,The Downlow Chicken Shack,Fried Chicken Joint,905 Commercial Dr,510,49.276378,-123.069781
Pender & Victoria,49.280197,-123.065859,5270557011d2aed0688854b3,Odd Society Spirits,Bar,1725 Powell St,523,49.284213,-123.069634
Pender & Victoria,49.280197,-123.065859,50d3a29fe4b0962b1f99af16,The Pie Shoppe,Bakery,1875 Powell St,519,49.28487,-123.066038
Pender & Victoria,49.280197,-123.065859,5a80787d4928145657368196,Yolks,Breakfast Spot,1598 Hastings St E,516,49.28108,-123.072857
Victoria & 4th,49.266725,-123.065925,4dfe52e6b0fb709b61e36ce6,Kishimoto Japanese Kitchen + Sushi Bar,Sushi Restaurant,2054 Commercial Dr,261,49.26661,-123.069522
Victoria & 4th,49.266725,-123.065925,4ab6cfe7f964a520267920e3,Rinconcito Salvadoreno Restaurant,American Restaurant,2062 Commercial Dr,261,49.266554,-123.069517
Victoria & 4th,49.266725,-123.065925,4f73c020e4b0ab2907d5a86f,Siddharthas Indian Kitchen,Indian Restaurant,2066 Commercial Dr,261,49.266554,-123.069517
Victoria & 4th,49.266725,-123.065925,4aa838eaf964a520315020e3,Prado Cafe,Café,1938 Commercial Dr,264,49.267213,-123.069492
Victoria & 4th,49.266725,-123.065925,4b525ee5f964a520e17927e3,La Grotta Del Formaggio,Deli,1791 Commercial Dr,367,49.268804,-123.06987
Victoria & 4th,49.266725,-123.065925,5463d301498eda544d08023c,Jamjar,Lebanese Restaurant,2280 Commercial Dr at E 7th Ave,362,49.264442,-123.069501
Victoria & 4th,49.266725,-123.065925,4b0de462f964a520375223e3,Grandview Lanes,Bowling Alley,2195 Commercial Dr,315,49.265261,-123.069895
Victoria & 4th,49.266725,-123.065925,4ab3fcedf964a520686f20e3,Fratelli Bakery,Bakery,1795 Commercial Dr,371,49.268861,-123.069875
Victoria & 4th,49.266725,-123.065925,4aa9623af964a520655320e3,Jj Bean House of Coffee,Coffee Shop,2206 Commercial Dr,328,49.264932,-123.069461
Victoria & 4th,49.266725,-123.065925,4aa80372f964a520b84e20e3,Calabria Bar,Bistro,1745 Commercial Dr,380,49.268974,-123.069885
Victoria & 10th,49.261188,-123.066009,4aab43bff964a520555920e3,Rio Theatre,Movie Theater,1660 Broadway E,329,49.262048,-123.070353
Victoria & 10th,49.261188,-123.066009,4aad7575f964a520666020e3,The Burrow,Tex-Mex Restaurant,2781 Commercial Dr,333,49.259684,-123.06999
Victoria & 10th,49.261188,-123.066009,4ad25114f964a520e0e020e3,St. Augustine's,Sports Bar,2360 Commercial Dr,385,49.263783,-123.069526
Victoria & 10th,49.261188,-123.066009,4aa7407df964a5207a4c20e3,Uncle Fatih's Pizza,Pizzeria,1685 Broadway E,327,49.262476,-123.070064
Victoria & 10th,49.261188,-123.066009,5463d301498eda544d08023c,Jamjar,Lebanese Restaurant,2280 Commercial Dr at E 7th Ave,441,49.264442,-123.069501
Victoria & 10th,49.261188,-123.066009,4aabf09af964a5200f5b20e3,Trout Lake Farmers Market,Farmers Market,3350 Victoria Dr,467,49.258299,-123.061761
Victoria & 10th,49.261188,-123.066009,53e91dee498e5e88a3a7caad,Seasons Bakery,Bakery,2879 Commercial Dr,394,49.258897,-123.070167
Victoria & 10th,49.261188,-123.066009,4aa9623af964a520655320e3,Jj Bean House of Coffee,Coffee Shop,2206 Commercial Dr,498,49.264932,-123.069461
Victoria & 10th,49.261188,-123.066009,4b0de462f964a520375223e3,Grandview Lanes,Bowling Alley,2195 Commercial Dr,536,49.265261,-123.069895
Victoria & 10th,49.261188,-123.066009,4ad645d1f964a520420621e3,Gorilla Surplus,Military,1458 Broadway E,613,49.262154,-123.074337
15th & Victoria (Trout Lake),49.256857,-123.065646,4aabf09af964a5200f5b20e3,Trout Lake Farmers Market,Farmers Market,3350 Victoria Dr,315,49.258299,-123.061761
15th & Victoria (Trout Lake),49.256857,-123.065646,4aad7575f964a520666020e3,The Burrow,Tex-Mex Restaurant,2781 Commercial Dr,444,49.259684,-123.06999
15th & Victoria (Trout Lake),49.256857,-123.065646,53e91dee498e5e88a3a7caad,Seasons Bakery,Bakery,2879 Commercial Dr,398,49.258897,-123.070167
15th & Victoria (Trout Lake),49.256857,-123.065646,4aa9520ef964a520105320e3,Trout Lake Sun Run Clinic,Community Center,3350 Victoria Dr,196,49.255113,-123.065223
15th & Victoria (Trout Lake),49.256857,-123.065646,509ffdfee4b0f56d61d68a87,Commercial Street Cafe,Café,3599 Commercial St,509,49.252597,-123.068255
15th & Victoria (Trout Lake),49.256857,-123.065646,4aab43bff964a520555920e3,Rio Theatre,Movie Theater,1660 Broadway E,670,49.262048,-123.070353
15th & Victoria (Trout Lake),49.256857,-123.065646,4c95889bf7cfa1cd7cccbe15,Lakeview Care Centre,Hospital,3490 Porter St,349,49.253559,-123.066551
15th & Victoria (Trout Lake),49.256857,-123.065646,4b9c9341f964a520fe7036e3,Clark Park,Park,1500 E 14th Ave,558,49.257081,-123.073339
15th & Victoria (Trout Lake),49.256857,-123.065646,4aa7407df964a5207a4c20e3,Uncle Fatih's Pizza,Pizzeria,1685 Broadway E,701,49.262476,-123.070064
15th & Victoria (Trout Lake),49.256857,-123.065646,4ec8189ecc21b428e3cc341a,St. Joseph's Elementary School,Primary and Secondary School,Church St,443,49.256044,-123.071629
Triumph & Victoria,49.283986,-123.065264,4f1b5861e4b08382320d3f2e,Parallel 49 Brewing Co,Brewery,1950 Triumph St,65,49.283798,-123.064405
Triumph & Victoria,49.283986,-123.065264,50d3a29fe4b0962b1f99af16,The Pie Shoppe,Bakery,1875 Powell St,113,49.28487,-123.066038
Triumph & Victoria,49.283986,-123.065264,530e65a8498eaef6fcd48e51,Pallet Coffee Roasters,Coffee Shop,323 Semlin Dr,262,49.28179,-123.063911
Triumph & Victoria,49.283986,-123.065264,5270557011d2aed0688854b3,Odd Society Spirits,Bar,1725 Powell St,317,49.284213,-123.069634
Triumph & Victoria,49.283986,-123.065264,4b5a2cfbf964a5202ab228e3,Storm Brewing Ltd,Brewery,310 Commercial Dr,417,49.28202,-123.070178
Triumph & Victoria,49.283986,-123.065264,4cf3fd1e6c29236affdd73a2,A. Bosa and Company Ltd. Import Euro,Deli,562 Victoria Dr,504,49.279449,-123.065416
Triumph & Victoria,49.283986,-123.065264,4ce78d8c94daa090fc451c29,Pandora Park,Park,2325 Franklin St,534,49.282441,-123.058285
Triumph & Victoria,49.283986,-123.065264,534b182411d2fd00c7d4c11f,Mr. Red Cafe,Fast Food Restaurant,2234 Hastings St E,557,49.281025,-123.059058
Triumph & Victoria,49.283986,-123.065264,50135fe6e4b0ad6ab24d7c84,Tacofino Commissary,Mexican Restaurant,2327E Hastings St E,640,49.281292,-123.057458
Triumph & Victoria,49.283986,-123.065264,5243216111d2d626fd179d2e,Platform 7 Coffee,Café,2331E Hastings St E,646,49.281271,-123.057375
Windsor & 14th,49.257985,-123.083366,5c67b4721cf2e1002ca70391,Tina Cake Desserts,"Cafe, Coffee, and Tea House",888 Kingsway,407,49.254719,-123.086117
Windsor & 14th,49.257985,-123.083366,4f9360d7e4b0ab5f0a03510d,Sal y Limon,Sushi Restaurant,701 Kingsway,442,49.256878,-123.08922
Windsor & 14th,49.257985,-123.083366,4aa7d40ff964a5206e4d20e3,Les Faux Bourgeois,French Restaurant,663 15th Ave E,474,49.257306,-123.089824
Windsor & 14th,49.257985,-123.083366,4f1995afe4b00583e823ffc4,Matchstick Coffee,Café,639 15th Ave E,503,49.257296,-123.090229
Windsor & 14th,49.257985,-123.083366,4ad247b0f964a520a2e020e3,Ba-Le Sandwich Shop,Bakery,701 Kingsway,443,49.256821,-123.089215
Windsor & 14th,49.257985,-123.083366,4f21e016e4b0c41c4ffda0ab,The Gluten Free Epicurean,Bakery,633 15th Ave E,514,49.257337,-123.090395
Windsor & 14th,49.257985,-123.083366,4f95b99fe4b0f888deccf2f3,BKH Jerky,Grocery Store,3201 Fraser St,524,49.256333,-123.090147
Windsor & 14th,49.257985,-123.083366,55fcdcd7498e3e59b7c5dd60,Osteria Savio Volpe,Italian Restaurant,615 Kingsway,554,49.257425,-123.09097
Windsor & 14th,49.257985,-123.083366,51e464e3498efd152b1dd767,Los Cuervos Taqueria & Cantina,Mexican Restaurant,603 Kingsway,580,49.257466,-123.091136
Windsor & 14th,49.257985,-123.083366,58e9215e3ef0f6635fcb28ad,The Pie Hole,Bakery,3497 Fraser St,684,49.25383,-123.09034
14th & Fraser,49.257939,-123.089531,4aa7d40ff964a5206e4d20e3,Les Faux Bourgeois,French Restaurant,663 15th Ave E,73,49.257306,-123.089824
14th & Fraser,49.257939,-123.089531,4f1995afe4b00583e823ffc4,Matchstick Coffee,Café,639 15th Ave E,87,49.257296,-123.090229
14th & Fraser,49.257939,-123.089531,4f21e016e4b0c41c4ffda0ab,The Gluten Free Epicurean,Bakery,633 15th Ave E,91,49.257337,-123.090395
14th & Fraser,49.257939,-123.089531,55fcdcd7498e3e59b7c5dd60,Osteria Savio Volpe,Italian Restaurant,615 Kingsway,118,49.257425,-123.09097
14th & Fraser,49.257939,-123.089531,4f9360d7e4b0ab5f0a03510d,Sal y Limon,Sushi Restaurant,701 Kingsway,120,49.256878,-123.08922
14th & Fraser,49.257939,-123.089531,51e464e3498efd152b1dd767,Los Cuervos Taqueria & Cantina,Mexican Restaurant,603 Kingsway,143,49.257466,-123.091136
14th & Fraser,49.257939,-123.089531,4ad247b0f964a520a2e020e3,Ba-Le Sandwich Shop,Bakery,701 Kingsway,126,49.256821,-123.089215
14th & Fraser,49.257939,-123.089531,4f95b99fe4b0f888deccf2f3,BKH Jerky,Grocery Store,3201 Fraser St,184,49.256333,-123.090147
14th & Fraser,49.257939,-123.089531,5c67b4721cf2e1002ca70391,Tina Cake Desserts,"Cafe, Coffee, and Tea House",888 Kingsway,432,49.254719,-123.086117
14th & Fraser,49.257939,-123.089531,58e9215e3ef0f6635fcb28ad,The Pie Hole,Bakery,3497 Fraser St,460,49.25383,-123.09034
15th & Knight,49.256496,-123.075426,53e91dee498e5e88a3a7caad,Seasons Bakery,Bakery,2879 Commercial Dr,465,49.258897,-123.070167
15th & Knight,49.256496,-123.075426,4aad7575f964a520666020e3,The Burrow,Tex-Mex Restaurant,2781 Commercial Dr,530,49.259684,-123.06999
15th & Knight,49.256496,-123.075426,4b4e83fbf964a52037f026e3,Tung Hing Bakery,Bakery,1196 Kingsway,609,49.25195,-123.080123
15th & Knight,49.256496,-123.075426,572f984d498e1f30646c8944,Sun Bo Kong,Vegan and Vegetarian Restaurant,1363 Kingsway,639,49.250825,-123.076946
15th & Knight,49.256496,-123.075426,4ad645d1f964a520420621e3,Gorilla Surplus,Military,1458 Broadway E,633,49.262154,-123.074337
15th & Knight,49.256496,-123.075426,509ffdfee4b0f56d61d68a87,Commercial Street Cafe,Café,3599 Commercial St,676,49.252597,-123.068255
15th & Knight,49.256496,-123.075426,4aa95279f964a520125320e3,House of Dosas,Diner,1391 Kingsway,674,49.250454,-123.076347
15th & Knight,49.256496,-123.075426,4aab43bff964a520555920e3,Rio Theatre,Movie Theater,1660 Broadway E,718,49.262048,-123.070353
15th & Knight,49.256496,-123.075426,5cdc7e8f81635b002c7b41a7,Do Chay,Vegan and Vegetarian Restaurant,1392 Kingsway,713,49.25012,-123.076562
15th & Knight,49.256496,-123.075426,5c67b4721cf2e1002ca70391,Tina Cake Desserts,"Cafe, Coffee, and Tea House",888 Kingsway,795,49.254719,-123.086117
Commercial & Pandora,49.283236,-123.070443,5270557011d2aed0688854b3,Odd Society Spirits,Bar,1725 Powell St,123,49.284213,-123.069634
Commercial & Pandora,49.283236,-123.070443,4b5a2cfbf964a5202ab228e3,Storm Brewing Ltd,Brewery,310 Commercial Dr,136,49.28202,-123.070178
Commercial & Pandora,49.283236,-123.070443,5a80787d4928145657368196,Yolks,Breakfast Spot,1598 Hastings St E,296,49.28108,-123.072857
Commercial & Pandora,49.283236,-123.070443,50d3a29fe4b0962b1f99af16,The Pie Shoppe,Bakery,1875 Powell St,367,49.28487,-123.066038
Commercial & Pandora,49.283236,-123.070443,4f1b5861e4b08382320d3f2e,Parallel 49 Brewing Co,Brewery,1950 Triumph St,442,49.283798,-123.064405
Commercial & Pandora,49.283236,-123.070443,4ad4b82ff964a520dce820e3,The Gourmet Warehouse,Gourmet Store,1340 Hastings St E,483,49.28102,-123.076179
Commercial & Pandora,49.283236,-123.070443,530e65a8498eaef6fcd48e51,Pallet Coffee Roasters,Coffee Shop,323 Semlin Dr,500,49.28179,-123.063911
Commercial & Pandora,49.283236,-123.070443,5b2ef843b77c77002c371ede,Pepino's,Italian Restaurant,631 Commercial Dr,492,49.278808,-123.070636
Commercial & Pandora,49.283236,-123.070443,598602c069e77b511cee1ef3,TimberTrain,Coffee Shop,551 McLean Dr,476,49.279794,-123.074371
Commercial & Pandora,49.283236,-123.070443,59449f7a747ecd08014edd01,Earnest Ice Cream,Ice Cream Parlor,1485 Frances St,505,49.27967,-123.074767
Carolina & Great Northern Way,49.267266,-123.090786,60c0e6aabc1aaf0666085360,Nemesis Coffee,Coffee Shop,555 Great Northern Way,133,49.267091,-123.092602
Carolina & Great Northern Way,49.267266,-123.090786,4e8df4ccbe7bc43c1895944d,Beta5 Chocolates,Chocolate Store,413 Industrial Ave,468,49.269893,-123.095842
Carolina & Great Northern Way,49.267266,-123.090786,50f1dd8ee4b0ee8fd93bbfff,Dude Chilling Park,Public Art,400 E 8th Ave,571,49.263472,-123.096107
Carolina & Great Northern Way,49.267266,-123.090786,4cb12e67c5e6a1cdbbf3dbf6,Kim's Mart,Import and Export Service,511E Broadway E,529,49.262642,-123.092549
Carolina & Great Northern Way,49.267266,-123.090786,4ade562af964a520207521e3,Starbucks,Coffee Shop,753 Terminal Ave,480,49.271053,-123.087585
Carolina & Great Northern Way,49.267266,-123.090786,4bbe6dc74e7bd13a08fe9a7f,Kranky Cafe,Restaurant,228 4th Ave E,650,49.267206,-123.09975
Carolina & Great Northern Way,49.267266,-123.090786,4aa7e590f964a520ec4d20e3,Sushiyama,Sushi Restaurant,371 Broadway E,666,49.262968,-123.0972
Carolina & Great Northern Way,49.267266,-123.090786,5387d0f4498e6050302efedd,Main Street Brewing Co,Brewery,261 7th Ave E,672,49.264745,-123.099216
Carolina & Great Northern Way,49.267266,-123.090786,51a50c73498e7f0ed45f93ff,Brassneck Brewery,Bar,2148 Main St,730,49.265811,-123.100605
Carolina & Great Northern Way,49.267266,-123.090786,55674e5c498e553d349469c3,Cartems Donuterie,Bagel Shop,2152 Main Mall,733,49.265642,-123.100591
6th & Prince Edward,49.265242,-123.095577,50f1dd8ee4b0ee8fd93bbfff,Dude Chilling Park,Public Art,400 E 8th Ave,200,49.263472,-123.096107
6th & Prince Edward,49.265242,-123.095577,4aa7e590f964a520ec4d20e3,Sushiyama,Sushi Restaurant,371 Broadway E,278,49.262968,-123.0972
6th & Prince Edward,49.265242,-123.095577,60c0e6aabc1aaf0666085360,Nemesis Coffee,Coffee Shop,555 Great Northern Way,297,49.267091,-123.092602
6th & Prince Edward,49.265242,-123.095577,5387d0f4498e6050302efedd,Main Street Brewing Co,Brewery,261 7th Ave E,269,49.264745,-123.099216
6th & Prince Edward,49.265242,-123.095577,5044114ce4b003e2b452ddee,La Petite Cuillere,Tea Room,55 Kingsway,357,49.263551,-123.099764
6th & Prince Edward,49.265242,-123.095577,51a50c73498e7f0ed45f93ff,Brassneck Brewery,Bar,2148 Main St,370,49.265811,-123.100605
6th & Prince Edward,49.265242,-123.095577,55674e5c498e553d349469c3,Cartems Donuterie,Bagel Shop,2152 Main Mall,366,49.265642,-123.100591
6th & Prince Edward,49.265242,-123.095577,4bbe6dc74e7bd13a08fe9a7f,Kranky Cafe,Restaurant,228 4th Ave E,373,49.267206,-123.09975
6th & Prince Edward,49.265242,-123.095577,4b732ae3f964a520749f2de3,Pulpfiction Books,Bookstore,2422 Main St,418,49.263494,-123.100651
6th & Prince Edward,49.265242,-123.095577,4cb12e67c5e6a1cdbbf3dbf6,Kim's Mart,Import and Export Service,511E Broadway E,362,49.262642,-123.092549
6th & Carolina,49.265213,-123.090785,60c0e6aabc1aaf0666085360,Nemesis Coffee,Coffee Shop,555 Great Northern Way,246,49.267091,-123.092602
6th & Carolina,49.265213,-123.090785,4cb12e67c5e6a1cdbbf3dbf6,Kim's Mart,Import and Export Service,511E Broadway E,313,49.262642,-123.092549
6th & Carolina,49.265213,-123.090785,50f1dd8ee4b0ee8fd93bbfff,Dude Chilling Park,Public Art,400 E 8th Ave,431,49.263472,-123.096107
6th & Carolina,49.265213,-123.090785,4aa7e590f964a520ec4d20e3,Sushiyama,Sushi Restaurant,371 Broadway E,527,49.262968,-123.0972
6th & Carolina,49.265213,-123.090785,4e8df4ccbe7bc43c1895944d,Beta5 Chocolates,Chocolate Store,413 Industrial Ave,636,49.269893,-123.095842
6th & Carolina,49.265213,-123.090785,5387d0f4498e6050302efedd,Main Street Brewing Co,Brewery,261 7th Ave E,613,49.264745,-123.099216
6th & Carolina,49.265213,-123.090785,5044114ce4b003e2b452ddee,La Petite Cuillere,Tea Room,55 Kingsway,676,49.263551,-123.099764
6th & Carolina,49.265213,-123.090785,4aa83992f964a520345020e3,Biltmore Cabaret,Music Venue,2755 Prince Edward St,680,49.260352,-123.096491
6th & Carolina,49.265213,-123.090785,4bbe6dc74e7bd13a08fe9a7f,Kranky Cafe,Restaurant,228 4th Ave E,686,49.267206,-123.09975
6th & Carolina,49.265213,-123.090785,51a50c73498e7f0ed45f93ff,Brassneck Brewery,Bar,2148 Main St,715,49.265811,-123.100605
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,4aaafb5ef964a5205e5820e3,Third Beach,Beach,7000 Stanley Park Dr,113,49.303515,-123.156232
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,4b93052cf964a520462f34e3,Ferguson Point,Scenic Lookout,Stanley Park Dr,223,49.301117,-123.15773
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,4c35136fed37a593e0027003,3rd Beach,Fast Food Restaurant,In Stanley Pk,50,49.303016,-123.155783
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,4ad261d6f964a52047e120e3,Siwash Rock,Restaurant,,681,49.308706,-123.155947
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,4c561cc019a3be9a8625f888,The Hollow Tree,Landmarks and Outdoors,Stanley Park Dr,502,49.306906,-123.153602
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,522f58ef11d2eb911481679b,Lovers Trail,Hiking Trail,,355,49.299825,-123.158105
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,4c0b1f677e3fc928cdebf482,Second Beach,Beach,8501 Stanley Park Dr,848,49.295623,-123.150768
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,4bf046d53a002d7fb4eb85a4,Second Beach Pool,Swimming Pool,8501 Stanley Park Dr,857,49.295495,-123.150919
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,4e2489ccb0fbdf9ba7c86eb7,Rawling's Trail,Hiking Trail,,572,49.297572,-123.157506
Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,4c3e8adf83a3a593e053ee33,Outdoor Movies by Fresh Air Cinemas,Arts and Entertainment,,999,49.294718,-123.148906
Union & Dunlevy,49.277595,-123.09583,4f760db9e4b0e8caa47b6b77,Harvest Community Foods,Gourmet Store,243 Union St,162,49.27776,-123.098052
Union & Dunlevy,49.277595,-123.09583,4aa7fa85f964a520704e20e3,Phnom Penh,Cambodian Restaurant,244 E. Georgia St,200,49.278403,-123.098188
Union & Dunlevy,49.277595,-123.09583,4fa30a0be4b0c2f103a4c814,Oyster Express,Seafood Restaurant,296 Keefer St,220,49.279309,-123.097372
Union & Dunlevy,49.277595,-123.09583,4e99cefcf790b2a9190a854e,Treasure Green Tea Co,Coffee Shop,227E Georgia St E,228,49.278656,-123.098534
Union & Dunlevy,49.277595,-123.09583,509ff4a5e4b057cac4d322c9,Finch's Market,Coffee Shop,501 Georgia St E,211,49.278582,-123.093335
Union & Dunlevy,49.277595,-123.09583,530e9ea1498eee5076f049a3,Matchstick Coffee Roasters,Café,213 Georgia St E,282,49.278692,-123.099348
Union & Dunlevy,49.277595,-123.09583,4e4c5b92d164e69742cb498b,Pizzeria Farina,Pizzeria,915 Main St,332,49.276561,-123.10014
Union & Dunlevy,49.277595,-123.09583,55960645498e4220d6c38c64,The Boxcar,Arts and Entertainment,917 Main St,341,49.276469,-123.100214
Union & Dunlevy,49.277595,-123.09583,5840e86d44689a5eabddf770,American Hotel,Arcade,928 Main St,309,49.276324,-123.099634
Union & Dunlevy,49.277595,-123.09583,5dfbfde903fd76000772ca0e,Mello,Donut Shop,223 Pender St E,385,49.280489,-123.098771
Keefer & Hawks,49.279235,-123.087528,4d619eee1939a35d926f2fee,Les Amis du Fromage,Cheese Store,843E Hastings St E,242,49.281235,-123.086178
Keefer & Hawks,49.279235,-123.087528,578c3c00498ee0c02beb38ec,Strathcona Beer Co,Bar,895 Hastings St E,299,49.2814,-123.085056
Keefer & Hawks,49.279235,-123.087528,509ff4a5e4b057cac4d322c9,Finch's Market,Coffee Shop,501 Georgia St E,427,49.278582,-123.093335
Keefer & Hawks,49.279235,-123.087528,4aab0973f964a520a65820e3,La Casa Gelato,Ice Cream Parlor,1033 Venables St,496,49.276991,-123.081598
Keefer & Hawks,49.279235,-123.087528,4fa41b5de4b0bbcd48ee36db,Pink Pearl Chinese Seafood Restaurant,Fish and Chips Shop,1132 Hastings St E,543,49.280677,-123.080369
Keefer & Hawks,49.279235,-123.087528,55c40e66498e739ed2c87adf,The Mackenzie Room,Restaurant,415 Powell St,705,49.283272,-123.095032
Keefer & Hawks,49.279235,-123.087528,4fa30a0be4b0c2f103a4c814,Oyster Express,Seafood Restaurant,296 Keefer St,713,49.279309,-123.097372
Keefer & Hawks,49.279235,-123.087528,4aa7fa85f964a520704e20e3,Phnom Penh,Cambodian Restaurant,244 E. Georgia St,778,49.278403,-123.098188
Keefer & Hawks,49.279235,-123.087528,5f3832f95b880d23372d022b,Superflux Beer Co,Brewery,505 Clark Dr,746,49.28014,-123.077322
Keefer & Hawks,49.279235,-123.087528,4aa936b0f964a5207f5220e3,Fujiya Japanese Foods,Fish and Chips Shop,912 Clark Dr,817,49.276572,-123.077019
Hawks & Union,49.277333,-123.087359,4aab0973f964a520a65820e3,La Casa Gelato,Ice Cream Parlor,1033 Venables St,419,49.276991,-123.081598
Hawks & Union,49.277333,-123.087359,4d619eee1939a35d926f2fee,Les Amis du Fromage,Cheese Store,843E Hastings St E,442,49.281235,-123.086178
Hawks & Union,49.277333,-123.087359,509ff4a5e4b057cac4d322c9,Finch's Market,Coffee Shop,501 Georgia St E,454,49.278582,-123.093335
Hawks & Union,49.277333,-123.087359,578c3c00498ee0c02beb38ec,Strathcona Beer Co,Bar,895 Hastings St E,481,49.2814,-123.085056
Hawks & Union,49.277333,-123.087359,4fa41b5de4b0bbcd48ee36db,Pink Pearl Chinese Seafood Restaurant,Fish and Chips Shop,1132 Hastings St E,628,49.280677,-123.080369
Hawks & Union,49.277333,-123.087359,4aa936b0f964a5207f5220e3,Fujiya Japanese Foods,Fish and Chips Shop,912 Clark Dr,754,49.276572,-123.077019
Hawks & Union,49.277333,-123.087359,5973f2976e46504a8bc6ebff,Dosanko,Japanese Restaurant,566 Powell St,692,49.282756,-123.092067
Hawks & Union,49.277333,-123.087359,4aa7fa85f964a520704e20e3,Phnom Penh,Cambodian Restaurant,244 E. Georgia St,797,49.278403,-123.098188
Hawks & Union,49.277333,-123.087359,4fa30a0be4b0c2f103a4c814,Oyster Express,Seafood Restaurant,296 Keefer St,758,49.279309,-123.097372
Hawks & Union,49.277333,-123.087359,4f760db9e4b0e8caa47b6b77,Harvest Community Foods,Gourmet Store,243 Union St,776,49.27776,-123.098052
Charles & Commercial,49.273103,-123.069892,4ab533e0f964a520397320e3,Grandview Park,Park,1657 Charles St,63,49.273546,-123.070434
Charles & Commercial,49.273103,-123.069892,4aa7350bf964a520464c20e3,Havana,Cuban Restaurant,1212 Commercial Dr,78,49.273731,-123.069395
Charles & Commercial,49.273103,-123.069892,4aa80271f964a520af4e20e3,Biercraft,Arts and Entertainment,1191 Commercial Dr,108,49.274082,-123.069911
Charles & Commercial,49.273103,-123.069892,4f8e0f4ce4b018d8f5fde367,Famoso Neapolitan Pizzeria,Pizzeria,1380 Commercial Dr,99,49.272279,-123.069353
Charles & Commercial,49.273103,-123.069892,4ab99baef964a520008020e3,Tandoori Palace,Indian Restaurant,1439 Commercial Dr,159,49.271667,-123.069788
Charles & Commercial,49.273103,-123.069892,4b8f0753f964a5207a4533e3,Ginger Sushi,Coffee Shop,1437 Commercial Dr,159,49.271667,-123.069788
Charles & Commercial,49.273103,-123.069892,4f752184e4b0f62bd30e8d8d,Via Tevere Pizzeria,Pizzeria,1190 Victoria Dr,328,49.273873,-123.065512
Charles & Commercial,49.273103,-123.069892,4f87293fe4b0c71a6fafa7f2,Babylon Cafe,Middle Eastern Restaurant,1605 Commercial Dr,294,49.270359,-123.069434
Charles & Commercial,49.273103,-123.069892,515b874de4b03cdead301bce,La Mezcaleria,Taco Restaurant,1622 Commercial Dr,338,49.270076,-123.06941
Charles & Commercial,49.273103,-123.069892,5b242d9bc876c8002c2db876,The Downlow Chicken Shack,Fried Chicken Joint,905 Commercial Dr,363,49.276378,-123.069781
10th & Kingsway,49.261973,-123.09725,4aa7e590f964a520ec4d20e3,Sushiyama,Sushi Restaurant,371 Broadway E,110,49.262968,-123.0972
10th & Kingsway,49.261973,-123.09725,50f1dd8ee4b0ee8fd93bbfff,Dude Chilling Park,Public Art,400 E 8th Ave,186,49.263472,-123.096107
10th & Kingsway,49.261973,-123.09725,4aa83992f964a520345020e3,Biltmore Cabaret,Music Venue,2755 Prince Edward St,188,49.260352,-123.096491
10th & Kingsway,49.261973,-123.09725,5044114ce4b003e2b452ddee,La Petite Cuillere,Tea Room,55 Kingsway,252,49.263551,-123.099764
10th & Kingsway,49.261973,-123.09725,4b732ae3f964a520749f2de3,Pulpfiction Books,Bookstore,2422 Main St,307,49.263494,-123.100651
10th & Kingsway,49.261973,-123.09725,5c6f3cc2c03635002c74c211,Sing Sing Beer Bar,Beer Bar,2718 Main St,297,49.260652,-123.100815
10th & Kingsway,49.261973,-123.09725,5387d0f4498e6050302efedd,Main Street Brewing Co,Brewery,261 7th Ave E,339,49.264745,-123.099216
10th & Kingsway,49.261973,-123.09725,4cb12e67c5e6a1cdbbf3dbf6,Kim's Mart,Import and Export Service,511E Broadway E,348,49.262642,-123.092549
10th & Kingsway,49.261973,-123.09725,4fb6cb56e4b04335c6dfbe0a,49th Parallel Coffee Roast,Coffee Shop,2902 Main St,406,49.259164,-123.100851
10th & Kingsway,49.261973,-123.09725,4b2aa15ef964a520a0ac24e3,Tisol,Pet Supplies Store,2949 Main St,483,49.258788,-123.101792
Beach & Hornby,49.275295,-123.132585,559ff1da498e818b3ace65a4,Ancora Waterfront Dining and Patio,Mediterranean Restaurant,1600 Howe St,176,49.27371,-123.132588
Beach & Hornby,49.275295,-123.132585,4ab988d5f964a520cb7f20e3,Sushi Osaka,Sushi Restaurant,1361 Burrard St,264,49.277632,-123.131868
Beach & Hornby,49.275295,-123.132585,4c5385244623be9aa29e36f1,False Creek Seawall,Hiking Trail,1689 Johnston St,293,49.272732,-123.133558
